id,custom_id,created_at,updated_at,version,created_by,question_text,genre,subgenre,level,type,difficulty,importance,answer,source,is_active
,,,,1.0,toshi,「私は走ります。」という文を英語にしなさい。,文型,SV,1,free_writing,2,2,I run.,ai_generated,TRUE
,,,,1.0,toshi,「彼女は神戸に住んでいます。」という文を英語にしなさい。,文型,SV,1,free_writing,2,2,She lives in Kobe.,ai_generated,TRUE
,,,,1.0,toshi,「彼は英語を話しません。」という文を英語にしなさい。,文型,SV,1,free_writing,2,2,He doesn't speak English.,ai_generated,TRUE
,,,,1.0,toshi,「私たちは毎朝早く起きます。」という文を英語にしなさい。,文型,SV,1,free_writing,2,2,We get up early every morning.,ai_generated,TRUE
,,,,1.0,toshi,「私は家にいます。」という文を英語にしなさい。,文型,SV,1,free_writing,2,2,I stay home.,ai_generated,TRUE
,,,,1.0,toshi,「彼女は学校に通っています。」という文を英語にしなさい。,文型,SV,1,free_writing,2,2,She goes to school.,ai_generated,TRUE
,,,,1.0,toshi,「トムは速く走ります。」という文を英語にしなさい。,文型,SV,1,free_writing,2,2,Tom runs fast.,ai_generated,TRUE
,,,,1.0,toshi,「あなたは速く歩きます。」という文を英語にしなさい。,文型,SV,1,free_writing,2,2,You walk fast.,ai_generated,TRUE
,,,,1.0,toshi,「彼はいつ帰りますか？」という文を英語にしなさい。,文型,SV,1,free_writing,4,2,When does he come home?,ai_generated,TRUE
,,,,1.0,toshi,「あなたはどこで走りますか？」という文を英語にしなさい。,文型,SV,1,free_writing,4,2,Where do you run?,ai_generated,TRUE
,,,,1.0,toshi,「彼らはなぜ早く起きますか？」という文を英語にしなさい。,文型,SV,1,free_writing,4,2,Why do they get up early?,ai_generated,TRUE
,,,,1.0,toshi,「誰がこの部屋を使いますか？」という文を英語にしなさい。,文型,SV,1,free_writing,4,2,Who uses this room?,ai_generated,TRUE
,,,,1.0,toshi,「あなたはどのように通学しますか？」という文を英語にしなさい。,文型,SV,1,free_writing,4,2,How do you go to school?,ai_generated,TRUE
,,,,1.0,toshi,次の英文は第何文型ですか？ I run every morning.,文型,SV,1,explanation,2,4,第一文型（SV）,ai_generated,TRUE
,,,,1.0,toshi,次の英文は第何文型ですか？ She lives in Tokyo.,文型,SV,1,explanation,2,4,第一文型（SV）,ai_generated,TRUE
,,,,1.0,toshi,次の英文は第何文型ですか？ They walk to school.,文型,SV,1,explanation,2,4,第一文型（SV）,ai_generated,TRUE
,,,,1.0,toshi,次の英文は第何文型ですか？ We swim in the pool.,文型,SV,1,explanation,2,4,第一文型（SV）,ai_generated,TRUE
,,,,1.0,toshi,次の英文は第何文型ですか？ He sleeps at home.,文型,SV,1,explanation,2,4,第一文型（SV）,ai_generated,TRUE
,,,,1.0,toshi,次の英文の間違いを正しい形に直しなさい：He walk to school every day.,文型,SV,1,error_check,3,2,He walks to school every day.,ai_generated,TRUE
,,,,1.0,toshi,次の英文の間違いを正しい形に直しなさい：I am run every morning.,文型,SV,1,error_check,3,2,I run every morning.,ai_generated,TRUE
,,,,1.0,toshi,次の英文の間違いを正しい形に直しなさい：She go to school on foot.,文型,SV,1,error_check,3,2,She goes to school on foot.,ai_generated,TRUE
,,,,1.0,toshi,次の英文の間違いを正しい形に直しなさい：They walks to the park.,文型,SV,1,error_check,3,2,They walk to the park.,ai_generated,TRUE
,,,,1.0,toshi,次の英文の間違いを正しい形に直しなさい：We gets up early.,文型,SV,1,error_check,3,2,We get up early.,ai_generated,TRUE
,,,,1.0,toshi,SV文型とは何ですか？日本語で簡潔に説明してください。,文型,SV,1,explanation,5,5,動詞のすぐ後に名詞を置かずに文が完結する文型です。「〜を」と訳せる目的語がなく、動詞のあとには副詞や前置詞句などが続くことが多いです。,ai_generated,TRUE
,,,,1.0,toshi,SV文型とSVO文型の違いを簡潔に説明してください。,文型,SV,1,explanation,5,5,SV文型は動詞の直後に名詞が来ず、「〜を」と訳す目的語がありません。一方、SVO文型は動詞のすぐ後に名詞（目的語）がきて、「〜を〜する」という意味になります。,ai_generated,TRUE
,,,,1.0,toshi,SV文型を取る動詞を5個以上挙げなさい。,文型,SV,1,explanation,4,4,"run, go, come, swim, live などのように、目的語を取らずに文が成立する自動詞。
代表的なものには run（走る）、go（行く）、come（来る）、swim（泳ぐ）、live（住む）などがある。",ai_generated,TRUE
,,,,1.0,toshi,「その音は大きく聞こえます。」という文を英語にしなさい。,文型,SVC,1,free_writing,2,2,The sound sounds loud.,ai_generated,TRUE
,,,,1.0,toshi,「このカレーはおいしい味がします。」という文を英語にしなさい。,文型,SVC,1,free_writing,2,2,This curry tastes good.,ai_generated,TRUE
,,,,1.0,toshi,「その花はいい匂いがします。」という文を英語にしなさい。,文型,SVC,1,free_writing,2,2,The flower smells nice.,ai_generated,TRUE
,,,,1.0,toshi,「その毛布は柔らかく感じます。」という文を英語にしなさい。,文型,SVC,1,free_writing,2,2,The blanket feels soft.,ai_generated,TRUE
,,,,1.0,toshi,「彼は医者になります。」という文を英語にしなさい。,文型,SVC,1,free_writing,2,2,He becomes a doctor.,ai_generated,TRUE
,,,,1.0,toshi,「彼女は怒ってきました。」という文を英語にしなさい。,文型,SVC,1,free_writing,2,2,She grew angry.,ai_generated,TRUE
,,,,1.0,toshi,「私は疲れを感じます。」という文を英語にしなさい。,文型,SVC,1,free_writing,2,2,I feel tired.,ai_generated,TRUE
,,,,1.0,toshi,「スープはちょっとしょっぱい味がします。」という文を英語にしなさい。,文型,SVC,1,free_writing,2,2,The soup tastes a bit salty.,ai_generated,TRUE
,,,,1.0,toshi,「その曲は悲しげに聞こえます。」という文を英語にしなさい。,文型,SVC,1,free_writing,2,2,The song sounds sad.,ai_generated,TRUE
,,,,1.0,toshi,「彼は有名になりました。」という文を英語にしなさい。,文型,SVC,1,free_writing,2,2,He became famous.,ai_generated,TRUE
,,,,1.0,toshi,「彼女は看護師です。」という文を英語にしなさい。,文型,SVC,1,free_writing,2,2,She is a nurse.,ai_generated,TRUE
,,,,1.0,toshi,「今日は寒いです。」という文を英語にしなさい。,文型,SVC,1,free_writing,2,2,It is cold today.,ai_generated,TRUE
,,,,1.0,toshi,「この部屋はとても静かです。」という文を英語にしなさい。,文型,SVC,1,free_writing,2,2,This room is very quiet.,ai_generated,TRUE
,,,,1.0,toshi,「その犬はかわいいです。」という文を英語にしなさい。,文型,SVC,1,free_writing,2,2,The dog is cute.,ai_generated,TRUE
,,,,1.0,toshi,「私はとても忙しいです。」という文を英語にしなさい。,文型,SVC,1,free_writing,2,2,I am very busy.,ai_generated,TRUE
,,,,1.0,toshi,「私の父は医者です。」という文を英語にしなさい。,文型,SVC,1,free_writing,2,2,My father is a doctor.,ai_generated,TRUE
,,,,1.0,toshi,「彼はなぜ疲れているのですか？」という文を英語にしなさい。,文型,SVC,4,free_writing,4,2,Why is he tired?,ai_generated,TRUE
,,,,1.0,toshi,「あなたのお兄さんはどんな人ですか？」という文を英語にしなさい。,文型,SVC,4,free_writing,4,2,What is your brother like?,ai_generated,TRUE
,,,,1.0,toshi,「そのスープはどんな味ですか？」という文を英語にしなさい。,文型,SVC,4,free_writing,4,2,How does the soup taste?,ai_generated,TRUE
,,,,1.0,toshi,「彼女はなぜ静かになったのですか？」という文を英語にしなさい。,文型,SVC,4,free_writing,4,2,Why did she become quiet?,ai_generated,TRUE
,,,,1.0,toshi,「彼はどのように見えますか？」という文を英語にしなさい。,文型,SVC,4,free_writing,4,2,How does he look?,ai_generated,TRUE
,,,,1.0,toshi,「彼の部屋はとてもきれいです。」という文を英語にしなさい。,文型,SVC,1,free_writing,4,2,His room is very clean.,ai_generated,TRUE
,,,,1.0,toshi,SVC文型を取る動詞を5個以上挙げなさい。,文型,SVC,1,explanation,4,4,"be, become, seem, look, sound, taste, smell, feel, get, grow などのように、主語の状態や変化、知覚を表し、補語を必要とする動詞。",ai_generated,TRUE
,,,,1.0,toshi,次の英文は第何文型ですか？ She is a teacher.,文型,SVC,1,explanation,2,3,第二文型（SVC）,ai_generated,TRUE
,,,,1.0,toshi,次の英文は第何文型ですか？ He looks happy.,文型,SVC,1,explanation,2,3,第二文型（SVC）,ai_generated,TRUE
,,,,1.0,toshi,次の英文は第何文型ですか？ It became cold.,文型,SVC,1,explanation,2,3,第二文型（SVC）,ai_generated,TRUE
,,,,1.0,toshi,次の英文は第何文型ですか？ The soup smells good.,文型,SVC,1,explanation,2,3,第二文型（SVC）,ai_generated,TRUE
,,,,1.0,toshi,次の英文は第何文型ですか？ This book is interesting.,文型,SVC,1,explanation,2,3,第二文型（SVC）,ai_generated,TRUE
,,,,1.0,toshi,SVC文型で使われる補語とは何ですか？簡潔に説明してください。,文型,SVC,1,explanation,5,4,補語とは、主語の状態や性質を説明する語で、SVC文型では主語とイコールの関係になります。形容詞や名詞がよく使われます。,ai_generated,TRUE
,,,,1.0,toshi,次の文がSVC文型である理由を簡潔に説明してください：She became a teacher.,文型,SVC,1,explanation,5,4,「became」はSVC型の動詞で、主語「She」と補語「a teacher」がイコールの関係にあるため、SVC文型になります。,ai_generated,TRUE
,,,,1.0,toshi,SVC文型とは何ですか？日本語で簡潔に説明してください。,文型,SVC,1,explanation,5,3,SVC文型は、主語（S）＋動詞（V）＋補語（C）で構成され、主語の状態や性質を説明する文型です。補語は主語を説明する語で、形容詞や名詞がよく使われます。,ai_generated,TRUE
,,,,1.0,toshi,SVC文型とSVO文型の違いを簡潔に説明してください。,文型,SVC,1,explanation,5,3,SVC文型は動詞の後に主語の状態を表す語（補語）がきて、「〜は〜である」と訳されます。SVO文型は動詞の後に目的語がきて、「〜を〜する」と訳されます。,ai_generated,TRUE
,,,,1.0,toshi,SVC文型とSV文型の違いを簡潔に説明してください。,文型,SVC,1,explanation,5,3,SV文型は主語と動詞だけで文が完結しますが、SVC文型は主語の状態や性質を伝える補語が必要です。補語がないと意味が不完全になります。,ai_generated,TRUE
,,,,1.0,toshi,「私は英語を話します。」という文を英語にしなさい。,文型,SVO,1,free_writing,2,2,I speak English.,ai_generated,TRUE
,,,,1.0,toshi,「彼はサッカーをします。」という文を英語にしなさい。,文型,SVO,1,free_writing,2,2,He plays soccer.,ai_generated,TRUE
,,,,1.0,toshi,「彼女はピアノを弾きます。」という文を英語にしなさい。,文型,SVO,1,free_writing,2,2,She plays the piano.,ai_generated,TRUE
,,,,1.0,toshi,「私たちは新聞を読みます。」という文を英語にしなさい。,文型,SVO,1,free_writing,2,2,We read the newspaper.,ai_generated,TRUE
,,,,1.0,toshi,「彼らは昼ごはんを食べます。」という文を英語にしなさい。,文型,SVO,1,free_writing,2,2,They eat lunch.,ai_generated,TRUE
,,,,1.0,toshi,「あなたはテレビを見ます。」という文を英語にしなさい。,文型,SVO,1,free_writing,2,2,You watch TV.,ai_generated,TRUE
,,,,1.0,toshi,「トムはジュースを飲みます。」という文を英語にしなさい。,文型,SVO,1,free_writing,2,2,Tom drinks juice.,ai_generated,TRUE
,,,,1.0,toshi,「私は音楽を聴きます。」という文を英語にしなさい。,文型,SVO,1,free_writing,2,2,I listen to music.,ai_generated,TRUE
,,,,1.0,toshi,次の英文は第何文型ですか？ I play tennis every weekend.,文型,SVO,1,explanation,2,4,第三文型（SVO）,ai_generated,TRUE
,,,,1.0,toshi,次の英文は第何文型ですか？ She reads books every night.,文型,SVO,1,explanation,2,4,第三文型（SVO）,ai_generated,TRUE
,,,,1.0,toshi,次の英文は第何文型ですか？ They eat lunch at noon.,文型,SVO,1,explanation,2,4,第三文型（SVO）,ai_generated,TRUE
,,,,1.0,toshi,次の英文は第何文型ですか？ He drinks coffee in the morning.,文型,SVO,1,explanation,2,4,第三文型（SVO）,ai_generated,TRUE
,,,,1.0,toshi,次の英文は第何文型ですか？ We watch movies on weekends.,文型,SVO,1,explanation,2,4,第三文型（SVO）,ai_generated,TRUE
,,,,1.0,toshi,次の英文の間違いを正しい形に直しなさい：She is speak English.,文型,SVO,1,error_check,3,2,She speaks English.,ai_generated,TRUE
,,,,1.0,toshi,次の英文の間違いを正しい形に直しなさい：He play with soccer.,文型,SVO,1,error_check,3,2,He plays soccer.,ai_generated,TRUE
,,,,1.0,toshi,次の英文の間違いを正しい形に直しなさい：I am like music.,文型,SVO,1,error_check,3,2,I like music.,ai_generated,TRUE
,,,,1.0,toshi,次の英文の間違いを正しい形に直しなさい：They are study English.,文型,SVO,1,error_check,3,2,They study English.,ai_generated,TRUE
,,,,1.0,toshi,次の英文の間違いを正しい形に直しなさい：What you like this movie?,文型,SVO,1,error_check,3,2,Why do you like this movie?,ai_generated,TRUE
,,,,1.0,toshi,次の英文の間違いを正しい形に直しなさい：Where he go after school?,文型,SVO,1,error_check,3,2,Where does he go after school?,ai_generated,TRUE
,,,,1.0,toshi,次の英文の間違いを正しい形に直しなさい：What is he read?,文型,SVO,1,error_check,3,2,What does he read?,ai_generated,TRUE
,,,,1.0,toshi,次の英文の間違いを正しい形に直しなさい：How you go to school?,文型,SVO,1,error_check,3,2,How do you go to school?,ai_generated,TRUE
,,,,1.0,toshi,次の英文の間違いを正しい形に直しなさい：Why he likes music?,文型,SVO,1,error_check,3,2,Why does he like music?,ai_generated,TRUE
,,,,1.0,toshi,SV文型とSVO文型の違いを簡潔に説明してください。,文型,SVO,1,explanation,5,5,SV文型は動詞の直後に名詞が来ず、「〜を」と訳す目的語がありません。一方、SVO文型は動詞のすぐ後に名詞（目的語）がきて、「〜を〜する」という意味になります。,ai_generated,TRUE
,,,,1.0,toshi,SVO文型をとる動詞を5個以上挙げなさい,文型,SVO,1,explanation,4,4,"like, know, have, play, use, eat, make, find, call, buy など。
これらは「〜を〜する」という形をとる動詞で、動詞のあとに目的語（〜を）が必要です。",ai_generated,TRUE
,,,,1.0,toshi,「彼は私にプレゼントをくれました。」という文を英語にしなさい。,文型,SVOO,1,free_writing,2,2,He gave me a present.,ai_generated,TRUE
,,,,1.0,toshi,「私は彼にメールを送りました。」という文を英語にしなさい。,文型,SVOO,1,free_writing,2,2,I sent him an email.,ai_generated,TRUE
,,,,1.0,toshi,「母は私にお金をくれました。」という文を英語にしなさい。,文型,SVOO,1,free_writing,2,2,My mother gave me some money.,ai_generated,TRUE
,,,,1.0,toshi,「彼らは私たちに素晴らしいニュースを伝えました。」という文を英語にしなさい。,文型,SVOO,1,free_writing,2,2,They told us great news.,ai_generated,TRUE
